,movie_code,duration,facenumber_in_poster,country,budget,gross,num_voted_users,num_user_for_reviews,num_critic_for_reviews,movie_facebook_likes,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,imdb_score,imdb_score_class
2591,2592,122.0,1.0,USA,16000000.0,2428883.0,21370,132.0,208.0,0,0.0,883.0,596.0,567.0,2896,6.6,Good
2592,2593,91.0,3.0,USA,15600000.0,13571817.0,5312,40.0,32.0,939,10.0,890.0,578.0,574.0,3104,4.5,Fair
2593,2594,45.0,0.0,Norway,34000000.0,,19164,79.0,20.0,16000,,422.0,57.0,15.0,537,8.1,Excellent
2594,2595,115.0,1.0,Canada,,1554566.0,8624,180.0,78.0,824,460.0,232.0,150.0,125.0,699,6.6,Good
2595,2596,94.0,0.0,USA,,508867.0,1033,26.0,21.0,282,4.0,844.0,626.0,518.0,3583,6.5,Good
2596,2597,93.0,0.0,USA,15500000.0,1181197.0,3299,24.0,40.0,191,7.0,1000.0,1000.0,922.0,4329,5.9,Fair
2597,2598,94.0,1.0,France,15300000.0,81525.0,29392,91.0,40.0,0,7.0,235.0,46.0,17.0,303,6.6,Good
2598,2599,95.0,0.0,Canada,15500000.0,7774730.0,61912,352.0,251.0,0,571.0,499.0,298.0,102.0,1120,6.5,Good
2599,2600,105.0,1.0,USA,14000000.0,234760500.0,126464,175.0,94.0,0,102.0,901.0,605.0,383.0,3464,7.3,Good
2600,2601,103.0,5.0,USA,18000000.0,285761243.0,311075,305.0,102.0,20000,0.0,3000.0,1000.0,925.0,7521,7.5,Good
2601,2602,102.0,4.0,USA,11000000.0,167780960.0,36918,42.0,21.0,3000,12000.0,19000.0,875.0,801.0,21499,5.9,Fair
2602,2603,116.0,1.0,USA,22000000.0,177200000.0,77366,194.0,94.0,0,521.0,13000.0,521.0,481.0,14701,7.4,Good
2603,2604,110.0,2.0,USA,15000000.0,176781728.0,219171,388.0,173.0,19000,12000.0,10000.0,1000.0,555.0,13069,6.9,Good
2604,2605,120.0,3.0,Taiwan,15000000.0,128067808.0,217740,1641.0,287.0,0,0.0,103.0,21.0,5.0,129,7.9,Good
2605,2606,122.0,0.0,USA,15000000.0,130058047.0,822500,2715.0,176.0,22000,0.0,18000.0,828.0,158.0,19078,8.4,Excellent
2606,2607,118.0,0.0,UK,15000000.0,138795342.0,503631,636.0,479.0,64000,0.0,14000.0,1000.0,520.0,15732,8.0,Good
2607,2608,107.0,1.0,USA,15000000.0,111936400.0,87538,79.0,27.0,0,425.0,742.0,384.0,247.0,2151,6.0,Fair
2608,2609,45.0,0.0,USA,,,18058,68.0,20.0,0,,460.0,292.0,260.0,2380,7.3,Good
2609,2610,102.0,1.0,USA,15500000.0,317040.0,6723,36.0,60.0,1000,4.0,17000.0,13000.0,882.0,30978,6.8,Good
2610,2611,154.0,0.0,USA,15000000.0,94175854.0,60988,199.0,70.0,6000,14000.0,852.0,581.0,271.0,2592,7.8,Good
2611,2612,103.0,2.0,South Korea,,,2659,25.0,43.0,558,2.0,94.0,80.0,13.0,213,5.7,Fair
2612,2613,141.0,2.0,USA,100000000.0,,62,1.0,1.0,0,335.0,11000.0,744.0,635.0,13390,6.1,Good
2613,2614,114.0,1.0,UK,14000000.0,91121452.0,467613,608.0,454.0,165000,77.0,19000.0,393.0,305.0,20295,8.1,Excellent
2614,2615,109.0,1.0,USA,10000000.0,69800000.0,18140,60.0,25.0,855,6.0,1000.0,745.0,271.0,2419,6.1,Good
2615,2616,124.0,0.0,USA,,79900000.0,12974,84.0,46.0,0,150.0,874.0,816.0,572.0,2667,7.5,Good
2616,2617,94.0,1.0,USA,15000000.0,64001297.0,32002,103.0,111.0,0,87.0,17000.0,975.0,569.0,20154,6.2,Good
2617,2618,100.0,1.0,Canada,20000000.0,71588220.0,134869,304.0,393.0,57000,127.0,1000.0,340.0,250.0,1949,6.2,Good
2618,2619,101.0,0.0,USA,300000.0,47000000.0,157857,1191.0,318.0,12000,0.0,2000.0,742.0,598.0,4400,7.9,Good
2619,2620,98.0,1.0,USA,15000000.0,61400000.0,71183,183.0,55.0,0,11000.0,816.0,695.0,624.0,3617,7.4,Good
2620,2621,102.0,0.0,USA,15000000.0,101978840.0,77724,162.0,157.0,26000,79.0,925.0,38.0,27.0,1018,6.6,Good
2621,2622,94.0,0.0,UK,9800000.0,56437947.0,85333,421.0,280.0,0,350.0,326.0,48.0,39.0,486,7.3,Good
2622,2623,92.0,3.0,USA,15000000.0,73326666.0,189413,306.0,109.0,15000,13000.0,925.0,692.0,217.0,1953,7.5,Good
2623,2624,113.0,8.0,USA,15000000.0,55184721.0,9811,100.0,41.0,1000,0.0,2000.0,721.0,607.0,6510,5.6,Fair
2624,2625,115.0,4.0,USA,15000000.0,50003300.0,36624,132.0,27.0,0,44.0,23000.0,4000.0,902.0,29370,7.3,Good
2625,2626,95.0,0.0,UK,17000000.0,54322273.0,139749,509.0,462.0,29000,43.0,11000.0,326.0,259.0,11946,6.4,Good
2626,2627,87.0,0.0,USA,15000000.0,47860214.0,34711,468.0,152.0,0,165.0,1000.0,431.0,383.0,2452,5.0,Fair
2627,2628,88.0,1.0,USA,15000000.0,47811275.0,29008,99.0,69.0,896,189.0,934.0,927.0,799.0,3707,5.4,Fair
2628,2629,183.0,2.0,UK,15000000.0,,232577,1026.0,140.0,11000,517.0,22000.0,11000.0,652.0,34025,8.2,Excellent
2629,2630,97.0,0.0,USA,15000000.0,43022524.0,67604,218.0,130.0,12000,272.0,22000.0,4000.0,957.0,29252,7.1,Good
2630,2631,94.0,1.0,USA,17000000.0,42672630.0,27580,172.0,66.0,0,13.0,925.0,738.0,566.0,3423,5.3,Fair
2631,2632,112.0,1.0,USA,15000000.0,42919096.0,64747,122.0,238.0,12000,29.0,12000.0,1000.0,874.0,15800,6.5,Good
2632,2633,98.0,0.0,USA,15000000.0,42592530.0,29867,181.0,198.0,27000,66.0,3000.0,658.0,562.0,4567,6.2,Good
2633,2634,104.0,1.0,USA,15000000.0,40064955.0,92074,502.0,154.0,0,0.0,4000.0,4000.0,1000.0,12170,6.4,Good
2634,2635,118.0,0.0,USA,,39100956.0,13442,59.0,19.0,0,13.0,90.0,22.0,2.0,114,7.2,Good
2635,2636,120.0,3.0,USA,10000000.0,44886089.0,69576,207.0,131.0,2000,446.0,22000.0,13000.0,1000.0,40117,6.9,Good
2636,2637,99.0,0.0,USA,16000000.0,37882551.0,80305,393.0,97.0,0,11.0,11000.0,983.0,971.0,15369,5.7,Fair
2637,2638,109.0,2.0,USA,7000000.0,40983001.0,181025,336.0,355.0,38000,453.0,15000.0,10000.0,953.0,27788,7.7,Good
2638,2639,105.0,1.0,USA,37000000.0,20991497.0,39782,172.0,138.0,11000,488.0,15000.0,14000.0,13000.0,44037,5.4,Fair
2639,2640,106.0,0.0,USA,15000000.0,35007180.0,26846,193.0,102.0,0,357.0,23000.0,1000.0,883.0,26652,5.6,Fair
2640,2641,123.0,0.0,UK,15000000.0,35887263.0,265507,388.0,419.0,90000,120.0,13000.0,876.0,149.0,14100,7.7,Good
2641,2642,86.0,3.0,USA,16000000.0,34308901.0,15939,87.0,37.0,0,14.0,833.0,807.0,685.0,4435,5.1,Fair
2642,2643,120.0,2.0,USA,15000000.0,33771174.0,27044,240.0,78.0,0,18.0,20000.0,1000.0,944.0,22383,6.8,Good
2643,2644,227.0,8.0,UK,15000000.0,6000000.0,192775,559.0,181.0,11000,767.0,607.0,202.0,87.0,1076,8.4,Excellent
2644,2645,119.0,0.0,USA,15000000.0,33386128.0,36372,491.0,220.0,3000,0.0,908.0,764.0,593.0,3226,4.9,Fair
2645,2646,115.0,1.0,USA,15000000.0,37877959.0,86664,252.0,349.0,38000,212.0,2000.0,820.0,612.0,4896,7.1,Good
2646,2647,114.0,0.0,USA,15000000.0,32721635.0,67822,279.0,241.0,0,29.0,956.0,878.0,616.0,3861,6.6,Good
2647,2648,90.0,0.0,USA,15000000.0,31585300.0,38248,250.0,103.0,0,6.0,1000.0,650.0,458.0,2666,6.1,Good
2648,2649,94.0,5.0,USA,15000000.0,30259652.0,26905,614.0,151.0,0,28.0,2000.0,864.0,731.0,5440,4.1,Fair
2649,2650,106.0,0.0,USA,125000000.0,163192114.0,229687,637.0,344.0,15000,255.0,14000.0,1000.0,850.0,18003,5.8,Fair
2650,2651,98.0,0.0,USA,16000000.0,30857814.0,294163,718.0,185.0,33000,0.0,18000.0,636.0,594.0,20060,8.1,Excellent
2651,2652,126.0,1.0,USA,15000000.0,30226144.0,47626,118.0,112.0,0,18000.0,18000.0,2000.0,697.0,22745,7.6,Good
2652,2653,100.0,0.0,USA,15000000.0,35054909.0,431578,1264.0,676.0,81000,0.0,33000.0,745.0,228.0,34337,7.8,Good
2653,2654,89.0,8.0,Germany,15000000.0,29302097.0,23408,105.0,74.0,810,10.0,811.0,636.0,231.0,2167,4.6,Fair
2654,2655,111.0,0.0,USA,15000000.0,29106737.0,15582,132.0,65.0,849,13.0,818.0,511.0,106.0,1450,6.0,Fair
2655,2656,100.0,1.0,UK,15000000.0,28637507.0,212167,713.0,274.0,0,35.0,10000.0,1000.0,306.0,11471,7.0,Good
2656,2657,115.0,0.0,USA,15000000.0,30127963.0,12596,64.0,50.0,0,49.0,116.0,110.0,100.0,525,6.7,Good
2657,2658,106.0,5.0,USA,14000000.0,32645546.0,8427,88.0,96.0,1000,61.0,907.0,807.0,649.0,3462,6.4,Good
2658,2659,124.0,0.0,USA,15000000.0,27441122.0,14322,116.0,68.0,0,107.0,1000.0,886.0,865.0,5135,7.2,Good
2659,2660,107.0,1.0,USA,15000000.0,28014536.0,73347,296.0,111.0,0,5.0,893.0,822.0,141.0,2044,7.4,Good
2660,2661,99.0,3.0,USA,15000000.0,33860010.0,33088,143.0,128.0,0,3.0,14000.0,982.0,628.0,16461,4.8,Fair
2661,2662,90.0,0.0,USA,15000000.0,26421314.0,28964,457.0,160.0,949,31.0,193.0,184.0,162.0,608,4.0,Bad
2662,2663,101.0,0.0,USA,15000000.0,24881000.0,57140,195.0,93.0,6000,26.0,838.0,328.0,266.0,1812,6.2,Good
2663,2664,119.0,3.0,UK,15000000.0,23089926.0,166269,735.0,278.0,0,11000.0,19000.0,567.0,400.0,20391,7.7,Good
2664,2665,103.0,2.0,USA,15000000.0,26161406.0,13874,52.0,81.0,0,20.0,512.0,316.0,125.0,1002,6.7,Good
2665,2666,134.0,1.0,UK,11500000.0,22954968.0,45703,156.0,58.0,0,133.0,12000.0,310.0,258.0,12749,7.9,Good
2666,2667,155.0,15.0,USA,15000000.0,26384919.0,189032,560.0,153.0,0,0.0,3000.0,360.0,170.0,3677,7.9,Good
2667,2668,94.0,0.0,USA,15000000.0,22189039.0,17074,55.0,25.0,466,11.0,1000.0,605.0,232.0,2210,5.5,Fair
2668,2669,95.0,0.0,USA,15000000.0,20998709.0,6095,76.0,46.0,1000,15.0,1000.0,786.0,461.0,3845,6.2,Good
2669,2670,89.0,0.0,USA,15000000.0,20801344.0,49721,211.0,161.0,0,7.0,919.0,557.0,399.0,2559,5.1,Fair
2670,2671,97.0,2.0,USA,14000000.0,21468807.0,13048,227.0,108.0,243,83.0,912.0,786.0,579.0,2682,4.1,Fair
2671,2672,90.0,2.0,USA,15000000.0,19158074.0,17983,127.0,69.0,0,13.0,882.0,874.0,613.0,2661,6.7,Good
2672,2673,92.0,1.0,USA,20000000.0,18843314.0,27486,284.0,78.0,0,8.0,472.0,239.0,129.0,1045,4.7,Fair
2673,2674,100.0,2.0,USA,15000000.0,20566327.0,15385,84.0,129.0,0,10.0,826.0,622.0,415.0,2958,6.4,Good
2674,2675,117.0,4.0,Official site,15000000.0,20218921.0,14814,114.0,135.0,0,19.0,3000.0,646.0,461.0,4204,6.3,Good
2675,2676,84.0,3.0,Australia,15000000.0,17411331.0,17328,237.0,96.0,673,119.0,989.0,982.0,918.0,4660,5.5,Fair
2676,2677,140.0,3.0,USA,15000000.0,21383298.0,187170,376.0,417.0,47000,310.0,33000.0,748.0,619.0,34413,7.3,Good
2677,2678,108.0,2.0,USA,15000000.0,24984868.0,50056,152.0,172.0,0,79.0,775.0,614.0,537.0,3033,6.3,Good
2678,2679,109.0,1.0,Canada,15000000.0,16459004.0,13320,415.0,88.0,327,11.0,471.0,308.0,159.0,1069,4.9,Fair
2679,2680,131.0,0.0,USA,15000000.0,15700000.0,332065,876.0,388.0,16000,0.0,10000.0,602.0,383.0,11114,7.6,Good
2680,2681,114.0,1.0,USA,15000000.0,15100000.0,22797,96.0,45.0,0,73.0,695.0,654.0,563.0,3444,6.0,Fair
2681,2682,97.0,1.0,USA,15000000.0,14938570.0,111625,369.0,414.0,20000,181.0,11000.0,820.0,748.0,14025,6.2,Good
2682,2683,122.0,3.0,UK,15000000.0,17237244.0,57210,158.0,291.0,13000,210.0,22000.0,164.0,123.0,22574,6.8,Good
2683,2684,87.0,1.0,USA,15000000.0,14249005.0,39788,619.0,97.0,0,374.0,826.0,503.0,484.0,2689,4.5,Fair
2684,2685,85.0,0.0,USA,15000000.0,12701880.0,2037,22.0,37.0,175,12.0,354.0,173.0,23.0,568,5.7,Fair
2685,2686,85.0,0.0,USA,,10353690.0,2673,31.0,68.0,116,0.0,468.0,67.0,44.0,646,8.4,Excellent
2686,2687,101.0,1.0,USA,15000000.0,12801190.0,16340,355.0,90.0,356,36.0,1000.0,786.0,377.0,2764,4.6,Fair
2687,2688,121.0,4.0,USA,15000000.0,12549485.0,4603,91.0,81.0,489,16.0,907.0,585.0,526.0,3633,6.2,Good
2688,2689,107.0,0.0,USA,15000000.0,13766014.0,106111,181.0,221.0,49000,92.0,11000.0,5000.0,358.0,17627,7.0,Good
2689,2690,111.0,1.0,USA,15000000.0,13034417.0,55665,118.0,230.0,10000,0.0,796.0,787.0,727.0,2633,6.9,Good
2690,2691,92.0,1.0,USA,,11632420.0,19768,135.0,57.0,566,34.0,14000.0,442.0,366.0,15644,6.1,Good
2691,2692,97.0,3.0,USA,15000000.0,12212417.0,30643,144.0,119.0,622,164.0,436.0,324.0,308.0,1172,6.7,Good
2692,2693,97.0,2.0,USA,15000000.0,11614236.0,9294,140.0,97.0,251,745.0,12000.0,821.0,745.0,15209,5.6,Fair
2693,2694,125.0,7.0,USA,20000000.0,13337299.0,9649,226.0,119.0,1000,34.0,427.0,66.0,65.0,729,6.6,Good
2694,2695,124.0,0.0,USA,15000000.0,10763469.0,13692,55.0,42.0,877,11000.0,11000.0,860.0,563.0,12685,6.4,Good
2695,2696,76.0,0.0,Canada,15000000.0,11144518.0,2724,53.0,24.0,436,9.0,595.0,417.0,47.0,1139,2.8,Bad
2696,2697,107.0,3.0,USA,15000000.0,15608545.0,53471,224.0,208.0,29000,561.0,746.0,561.0,353.0,2377,5.4,Fair
2697,2698,91.0,2.0,USA,15000000.0,10443316.0,7159,88.0,42.0,247,23.0,925.0,660.0,629.0,2913,5.0,Fair
2698,2699,96.0,1.0,USA,15000000.0,10494147.0,7403,162.0,44.0,648,4.0,989.0,841.0,670.0,3142,5.1,Fair
2699,2700,142.0,0.0,UK,15000000.0,9929000.0,152306,513.0,230.0,16000,0.0,22000.0,5000.0,1000.0,29475,8.0,Good
2700,2701,103.0,0.0,USA,15000000.0,10411980.0,22649,212.0,46.0,1000,80.0,1000.0,872.0,782.0,4676,5.9,Fair
2701,2702,60.0,1.0,Canada,,,7122,77.0,18.0,576,,443.0,319.0,186.0,981,7.5,Good
2702,2703,117.0,1.0,USA,15000000.0,17439163.0,537419,1028.0,249.0,35000,0.0,22000.0,12000.0,12000.0,47728,8.2,Excellent
2703,2704,116.0,0.0,USA,15000000.0,9396487.0,52421,200.0,197.0,0,153.0,3000.0,788.0,539.0,5012,7.0,Good
2704,2705,118.0,1.0,USA,15000000.0,9059588.0,17261,125.0,71.0,455,41.0,556.0,463.0,274.0,1873,6.6,Good
2705,2706,108.0,0.0,USA,16000000.0,9172810.0,24150,118.0,190.0,923,187.0,11000.0,883.0,254.0,12178,6.7,Good
2706,2707,94.0,4.0,USA,15000000.0,8735529.0,8055,89.0,50.0,816,9.0,11000.0,897.0,612.0,13524,5.5,Fair
2707,2708,97.0,4.0,USA,20000000.0,8586376.0,26598,132.0,63.0,1000,2.0,890.0,852.0,461.0,3161,4.9,Fair
2708,2709,97.0,5.0,UK,15000000.0,8378141.0,18966,141.0,104.0,0,32.0,14000.0,1000.0,692.0,16502,6.9,Good
2709,2710,99.0,1.0,USA,,,1465,56.0,,515,45.0,1000.0,393.0,224.0,2166,7.4,Good
2710,2711,91.0,0.0,USA,15000000.0,8080116.0,6562,66.0,49.0,647,6.0,8000.0,625.0,596.0,10732,5.6,Fair
2711,2712,107.0,1.0,UK,15000000.0,7757130.0,307639,513.0,300.0,32000,454.0,65.0,49.0,39.0,173,8.0,Good
2712,2713,95.0,6.0,USA,15000000.0,9123834.0,4065,33.0,43.0,0,24.0,931.0,539.0,426.0,3322,5.3,Fair
2713,2714,102.0,4.0,USA,15000000.0,6409206.0,32311,104.0,132.0,0,11.0,15000.0,14000.0,1000.0,33153,6.2,Good
2714,2715,88.0,1.0,USA,15000000.0,6373693.0,11498,53.0,97.0,0,96.0,24000.0,971.0,360.0,25637,5.3,Fair
2715,2716,106.0,1.0,USA,15000000.0,7556708.0,30284,102.0,242.0,10000,835.0,13000.0,826.0,363.0,14544,6.6,Good
2716,2717,92.0,1.0,USA,15000000.0,5306447.0,58967,169.0,218.0,10000,11000.0,860.0,658.0,386.0,2717,7.2,Good
2717,2718,105.0,4.0,USA,15000000.0,5217498.0,3668,85.0,49.0,157,52.0,477.0,397.0,275.0,2312,4.6,Fair
2718,2719,107.0,2.0,France,15000000.0,5023275.0,34194,199.0,172.0,0,0.0,572.0,324.0,289.0,1627,7.5,Good
2719,2720,120.0,2.0,France,15000000.0,4956401.0,12601,89.0,68.0,0,0.0,49000.0,1000.0,693.0,51657,6.5,Good
2720,2721,103.0,2.0,USA,15000000.0,4235837.0,175962,336.0,223.0,0,1000.0,21000.0,1000.0,611.0,23932,7.6,Good
2721,2722,92.0,0.0,USA,20000000.0,4002955.0,33745,198.0,59.0,0,6.0,890.0,729.0,577.0,3654,6.2,Good
2722,2723,147.0,1.0,France,15000000.0,7219578.0,235992,1768.0,252.0,16000,0.0,6000.0,889.0,669.0,8484,8.0,Good
2723,2724,98.0,0.0,USA,,3525161.0,15388,190.0,106.0,0,18.0,837.0,400.0,220.0,1675,5.5,Fair
2724,2725,98.0,0.0,USA,22000000.0,3247816.0,36145,108.0,223.0,0,11000.0,12000.0,6000.0,557.0,19310,6.3,Good
2725,2726,103.0,0.0,UK,15000000.0,2412045.0,109873,320.0,328.0,33000,132.0,10000.0,882.0,844.0,12867,7.2,Good
2726,2727,286.0,3.0,USA,,,3828,39.0,9.0,733,,857.0,555.0,527.0,3809,7.9,Good
2727,2728,111.0,0.0,Spain,15000000.0,2203641.0,42792,162.0,150.0,0,122.0,918.0,278.0,25.0,1252,6.7,Good
2728,2729,98.0,0.0,USA,15000000.0,1953732.0,4996,62.0,21.0,843,70.0,876.0,324.0,90.0,1351,5.3,Fair
2729,2730,111.0,0.0,USA,15000000.0,1954202.0,5917,71.0,28.0,391,0.0,783.0,664.0,617.0,4834,6.3,Good
2730,2731,111.0,0.0,USA,15000000.0,1294640.0,69569,436.0,250.0,0,0.0,6000.0,294.0,287.0,6748,6.5,Good
2731,2732,100.0,0.0,Cambodia,,,1933,13.0,17.0,708,5.0,192.0,134.0,46.0,527,5.6,Fair
2732,2733,116.0,0.0,Canada,,819852.0,6690,83.0,95.0,284,460.0,5000.0,203.0,71.0,5426,7.0,Good
2733,2734,145.0,1.0,Germany,6000000.0,26435.0,111841,413.0,260.0,12000,756.0,136.0,23.0,18.0,203,8.3,Excellent
2734,2735,84.0,2.0,France,12000000.0,1197786.0,55928,157.0,141.0,0,180.0,510.0,297.0,58.0,962,7.2,Good
2735,2736,115.0,2.0,USA,7000000.0,529766.0,22345,144.0,52.0,0,39.0,12000.0,970.0,642.0,14889,6.8,Good
2736,2737,105.0,1.0,Taiwan,15000000.0,613556.0,9427,87.0,205.0,0,141.0,1000.0,103.0,56.0,1172,6.4,Good
2737,2738,98.0,1.0,UK,15000000.0,353743.0,20730,111.0,109.0,664,34.0,936.0,826.0,730.0,3578,6.9,Good
2738,2739,99.0,0.0,Russia,,502028.0,31589,172.0,103.0,0,445.0,20.0,13.0,9.0,48,8.0,Good
2739,2740,110.0,0.0,Thailand,300000000.0,102055.0,24570,72.0,110.0,0,0.0,64.0,45.0,7.0,134,6.2,Good
2740,2741,97.0,0.0,UK,,122288.0,64777,201.0,195.0,0,197.0,13000.0,794.0,570.0,15293,6.4,Good
2741,2742,88.0,0.0,Canada,9000000.0,,2699,29.0,14.0,154,85.0,825.0,476.0,40.0,1432,5.6,Fair
2742,2743,103.0,0.0,USA,15000000.0,73548.0,47574,209.0,177.0,0,129.0,14000.0,1000.0,1000.0,18639,6.1,Good
2743,2744,104.0,2.0,South Africa,15000000.0,,609,15.0,17.0,705,36.0,549.0,248.0,2.0,801,6.0,Fair
2744,2745,90.0,5.0,USA,15000000.0,28870.0,14280,41.0,62.0,0,68.0,17000.0,14000.0,642.0,32814,5.1,Fair
2745,2746,105.0,1.0,Germany,25000000.0,22723.0,2236,40.0,19.0,193,24.0,776.0,595.0,125.0,1732,4.5,Fair
2746,2747,93.0,1.0,USA,15000000.0,20380.0,7519,39.0,50.0,445,17.0,1000.0,165.0,66.0,1245,5.9,Fair
2747,2748,141.0,1.0,Slovakia,,,3425,32.0,25.0,0,15.0,735.0,627.0,576.0,2528,6.0,Fair
2748,2749,85.0,0.0,South Africa,20000000.0,,4006,12.0,39.0,0,0.0,14000.0,12000.0,912.0,29488,5.8,Fair
2749,2750,109.0,0.0,Bulgaria,7000000.0,,41638,134.0,136.0,13000,19.0,1000.0,889.0,537.0,2829,6.1,Good
2750,2751,105.0,0.0,Germany,15000000.0,,5018,108.0,26.0,473,93.0,179.0,55.0,51.0,363,4.9,Fair
2751,2752,98.0,0.0,Italy,15000000.0,,80,4.0,4.0,18,6.0,61.0,57.0,50.0,192,5.7,Fair
2752,2753,119.0,4.0,Hong Kong,15000000.0,,9177,53.0,53.0,821,3.0,556.0,353.0,19.0,996,7.1,Good
2753,2754,124.0,1.0,UK,15000000.0,,695,32.0,22.0,277,67.0,631.0,452.0,303.0,1585,6.6,Good
2754,2755,101.0,1.0,USA,14600000.0,70906973.0,437418,609.0,147.0,38000,11000.0,13000.0,571.0,512.0,15500,8.1,Excellent
2755,2756,115.0,3.0,USA,14800000.0,66009973.0,38202,135.0,222.0,41000,13.0,20000.0,17000.0,642.0,38963,5.7,Fair
2756,2757,120.0,2.0,USA,14500000.0,46338728.0,167750,506.0,106.0,10000,1000.0,29000.0,1000.0,954.0,33791,6.8,Good
2757,2758,111.0,2.0,France,10000000.0,7691700.0,12937,73.0,136.0,0,15.0,1000.0,767.0,121.0,2140,7.5,Good
2758,2759,94.0,2.0,USA,14500000.0,,993,13.0,5.0,998,5.0,467.0,220.0,124.0,994,6.2,Good
2759,2760,131.0,1.0,USA,14400000.0,101157447.0,277505,495.0,131.0,10000,16000.0,16000.0,11000.0,638.0,28544,8.3,Excellent
2760,2761,139.0,1.0,Denmark,14200000.0,74205.0,18646,81.0,140.0,1000,3000.0,3000.0,769.0,236.0,4211,7.4,Good
2761,2762,120.0,0.0,UK,15000000.0,141319195.0,641997,1017.0,418.0,13000,0.0,668.0,56.0,40.0,820,8.0,Good
2762,2763,119.0,0.0,USA,14000000.0,156645693.0,55101,201.0,94.0,3000,213.0,886.0,276.0,249.0,1639,6.9,Good
2763,2764,125.0,2.0,USA,14000000.0,178406268.0,213476,271.0,82.0,11000,0.0,8000.0,995.0,700.0,11135,6.9,Good
2764,2765,65.0,2.0,Canada,,,10,,,0,0.0,770.0,179.0,176.0,1125,9.5,Excellent
2765,2766,108.0,1.0,Australia,15800000.0,109306210.0,44096,62.0,32.0,489,5.0,442.0,162.0,57.0,717,5.5,Fair
2766,2767,101.0,0.0,USA,15000000.0,,1554,20.0,22.0,0,34.0,892.0,355.0,277.0,2055,5.7,Fair
2767,2768,145.0,0.0,USA,14000000.0,70001698.0,76842,173.0,72.0,4000,0.0,10000.0,854.0,560.0,12098,7.2,Good
2768,2769,98.0,1.0,USA,15000000.0,68856263.0,69733,97.0,39.0,0,226.0,953.0,730.0,496.0,2496,6.9,Good
2769,2770,101.0,0.0,USA,15000000.0,51527787.0,45603,268.0,264.0,0,71.0,10000.0,960.0,725.0,14159,5.5,Fair
2770,2771,92.0,0.0,USA,14000000.0,49122319.0,47169,162.0,264.0,17000,30.0,941.0,459.0,309.0,2348,5.9,Fair
2771,2772,93.0,1.0,USA,14000000.0,,172493,376.0,145.0,0,270.0,13000.0,954.0,535.0,15192,7.7,Good
2772,2773,109.0,0.0,USA,14000000.0,61356221.0,19505,162.0,86.0,0,41.0,997.0,826.0,748.0,3544,5.2,Fair
2773,2774,123.0,2.0,UK,14000000.0,46800000.0,76477,275.0,112.0,0,43.0,456.0,244.0,238.0,1326,7.1,Good
2774,2775,60.0,0.0,USA,,,5563,57.0,17.0,373,,155.0,130.0,84.0,552,6.6,Good
2775,2776,99.0,4.0,USA,14000000.0,38048637.0,47814,426.0,101.0,0,9.0,975.0,912.0,648.0,3500,5.5,Fair
2776,2777,119.0,2.0,USA,14000000.0,34700000.0,52846,143.0,51.0,0,350.0,18000.0,17000.0,418.0,35501,7.7,Good
2777,2778,110.0,1.0,USA,,35010192.0,6352,43.0,42.0,0,0.0,849.0,597.0,490.0,2226,5.4,Fair
2778,2779,107.0,1.0,USA,14000000.0,34793160.0,15730,31.0,10.0,0,116.0,327.0,172.0,25.0,552,6.7,Good
2779,2780,81.0,1.0,USA,14000000.0,30628981.0,15047,160.0,43.0,2000,54.0,8000.0,670.0,636.0,10792,5.0,Fair
2780,2781,105.0,1.0,UK,13000000.0,29959436.0,82327,350.0,331.0,18000,58.0,11000.0,1000.0,583.0,12894,6.4,Good
2781,2782,82.0,0.0,USA,14000000.0,25571351.0,3135,78.0,38.0,184,12.0,23.0,12.0,8.0,49,6.6,Good
2782,2783,109.0,0.0,USA,14000000.0,27515786.0,8904,31.0,12.0,0,309.0,592.0,556.0,279.0,1620,5.9,Fair
2783,2784,95.0,2.0,USA,14000000.0,25482931.0,9693,33.0,40.0,530,10.0,706.0,266.0,111.0,1421,5.7,Fair
2784,2785,100.0,1.0,USA,20000000.0,19900000.0,17262,53.0,34.0,1000,0.0,723.0,422.0,364.0,2348,4.5,Fair
2785,2786,118.0,7.0,USA,14000000.0,,16294,252.0,82.0,889,128.0,931.0,726.0,467.0,2704,3.7,Bad
2786,2787,91.0,0.0,UK,14000000.0,16298046.0,22207,747.0,125.0,0,31.0,874.0,613.0,50.0,1608,5.0,Fair
2787,2788,90.0,2.0,USA,14000000.0,15549702.0,24038,123.0,56.0,411,119.0,869.0,779.0,636.0,3007,4.6,Fair
2788,2789,108.0,4.0,USA,14000000.0,15483540.0,56338,215.0,160.0,4000,123.0,26000.0,14000.0,690.0,41359,6.5,Good
2789,2790,103.0,2.0,USA,14000000.0,20246959.0,5721,20.0,71.0,1000,44.0,953.0,849.0,625.0,3299,4.9,Fair
2790,2791,96.0,0.0,USA,14000000.0,15062898.0,11729,106.0,37.0,645,0.0,3000.0,2000.0,654.0,6861,6.0,Fair
2791,2792,117.0,6.0,Italy,12000000.0,14348123.0,9323,157.0,62.0,970,160.0,718.0,330.0,55.0,1148,6.9,Good
2792,2793,93.0,0.0,USA,8500000.0,15171475.0,19805,122.0,73.0,0,85.0,1000.0,855.0,514.0,2777,5.7,Fair
